InvoiceDate,Description,Quantity,Revenue,lag_1,lag_2,lag_3,Year,Month,last_transaction,Unique_Customers,Average_Product_Sales,Product_ID
2010-04,CREAM SWEETHEART WALL CABINET,11,82.5,49.0,23.0,28.0,2010,4,8,6,26.4,792
2010-05,CREAM SWEETHEART WALL CABINET,28,210.0,11.0,49.0,23.0,2010,5,13,12,26.4,792
2010-06,CREAM SWEETHEART WALL CABINET,17,127.5,28.0,11.0,49.0,2010,6,13,12,26.4,792
2010-07,CREAM SWEETHEART WALL CABINET,15,112.5,17.0,28.0,11.0,2010,7,12,12,26.4,792
2010-08,CREAM SWEETHEART WALL CABINET,16,120.0,15.0,17.0,28.0,2010,8,10,10,26.4,792
2010-09,CREAM SWEETHEART WALL CABINET,16,120.0,16.0,15.0,17.0,2010,9,13,13,26.4,792
2010-10,CREAM SWEETHEART WALL CABINET,64,480.0,16.0,16.0,15.0,2010,10,16,16,26.4,792
2010-11,CREAM SWEETHEART WALL CABINET,42,315.0,64.0,16.0,16.0,2010,11,13,13,26.4,792
2010-12,CREAM SWEETHEART WALL CABINET,6,45.0,42.0,64.0,16.0,2010,12,4,4,26.4,792
2010-09,CROCHET BEAR RED/BLUE  KEYRING,6,9.899999999999999,12.0,2.0,4.0,2010,9,2,2,2.6666666666666665,793
2010-10,CROCHET BEAR RED/BLUE  KEYRING,1,1.65,6.0,12.0,2.0,2010,10,1,1,2.6666666666666665,793
2010-11,CROCHET BEAR RED/BLUE  KEYRING,1,1.65,1.0,6.0,12.0,2010,11,1,1,2.6666666666666665,793
2010-11,CROCHET ROSE DES CLOTHES HANGER,5,14.75,1.0,13.0,1.0,2010,11,1,1,5.0,794
2010-04,CROCHET ROSE PURSE WITH SUEDE BACK,4,11.8,13.0,12.0,1.0,2010,4,2,2,11.166666666666666,795
2010-05,CROCHET ROSE PURSE WITH SUEDE BACK,4,11.8,4.0,13.0,12.0,2010,5,1,1,11.166666666666666,795
2010-08,CROCHET ROSE PURSE WITH SUEDE BACK,18,53.10000000000001,4.0,4.0,13.0,2010,8,2,2,11.166666666666666,795
2010-09,CROCHET ROSE PURSE WITH SUEDE BACK,13,38.35000000000001,18.0,4.0,4.0,2010,9,3,3,11.166666666666666,795
2010-10,CROCHET ROSE PURSE WITH SUEDE BACK,12,35.400000000000006,13.0,18.0,4.0,2010,10,2,1,11.166666666666666,795
2010-11,CROCHET ROSE PURSE WITH SUEDE BACK,16,47.2,12.0,13.0,18.0,2010,11,6,6,11.166666666666666,795
2010-05,CROCHET WHITE RABBIT KEYRING ,2,3.3,6.0,6.0,5.0,2010,5,1,1,8.0,796
2010-11,CROCHET WHITE RABBIT KEYRING ,14,23.099999999999998,2.0,6.0,6.0,2010,11,2,2,8.0,796
2010-03,CROSS STITCH ALPHABET CUSHION COVER,48,285.6,77.0,19.0,44.0,2010,3,18,18,25.333333333333332,797
2010-04,CROSS STITCH ALPHABET CUSHION COVER,13,77.35000000000001,48.0,77.0,19.0,2010,4,4,3,25.333333333333332,797
2010-05,CROSS STITCH ALPHABET CUSHION COVER,15,89.25,13.0,48.0,77.0,2010,5,6,6,25.333333333333332,797
2010-09,CRYSTAL DIAMANTE EXPANDABLE RING,1,4.25,3.0,6.0,4.0,2010,9,1,1,2.0,798
2010-11,CRYSTAL DIAMANTE EXPANDABLE RING,2,8.5,1.0,3.0,6.0,2010,11,2,2,2.0,798
2010-12,CRYSTAL DIAMANTE EXPANDABLE RING,3,12.75,2.0,1.0,3.0,2010,12,2,2,2.0,798
2010-09,CRYSTAL FROG PHONE CHARM,12,10.2,12.0,11.0,1.0,2010,9,1,1,18.0,799
2010-10,CRYSTAL FROG PHONE CHARM,27,22.95,12.0,12.0,11.0,2010,10,1,1,18.0,799
2010-11,CRYSTAL FROG PHONE CHARM,32,27.2,27.0,12.0,12.0,2010,11,3,3,18.0,799
2010-12,CRYSTAL FROG PHONE CHARM,1,0.85,32.0,27.0,12.0,2010,12,1,1,18.0,799
2010-04,CRYSTAL HOOP EARRING FLORAL LEAF,2,5.9,7.0,6.0,3.0,2010,4,2,2,4.0,800
2010-08,CRYSTAL HOOP EARRING FLORAL LEAF,6,17.700000000000003,2.0,7.0,6.0,2010,8,1,1,4.0,800
2010-06,CRYSTAL KEY+LOCK PHONE CHARM,12,10.2,2.0,14.0,56.0,2010,6,1,1,9.0,801
2010-09,CRYSTAL KEY+LOCK PHONE CHARM,12,10.2,12.0,2.0,14.0,2010,9,1,1,9.0,801
2010-11,CRYSTAL KEY+LOCK PHONE CHARM,3,2.55,12.0,12.0,2.0,2010,11,2,2,9.0,801
2010-03,CRYSTAL LARGE JEWELLED PHOTO FRAME,1,2.55,1.0,16.0,3.0,2010,3,1,1,1.0,802
2010-04,CRYSTAL LARGE JEWELLED PHOTO FRAME,1,2.55,1.0,1.0,16.0,2010,4,1,1,1.0,802
2010-10,CRYSTAL PAIR HEART HAIR SLIDES,1,3.75,1.0,7.0,8.0,2010,10,1,1,1.0,803
2010-04,CRYSTAL SEA HORSE PHONE CHARM,16,13.6,1.0,25.0,54.0,2010,4,3,2,16.0,804
2010-05,CRYSTAL SEA HORSE PHONE CHARM,12,10.2,16.0,1.0,25.0,2010,5,1,1,16.0,804
2010-10,CRYSTAL SEA HORSE PHONE CHARM,12,10.2,12.0,16.0,1.0,2010,10,1,1,16.0,804
2010-11,CRYSTAL SEA HORSE PHONE CHARM,24,20.4,12.0,12.0,16.0,2010,11,2,2,16.0,804
2010-03,CRYSTAL STILETTO PHONE CHARM,10,8.5,36.0,1.0,58.0,2010,3,1,1,17.5,805
2010-04,CRYSTAL STILETTO PHONE CHARM,19,16.15,10.0,36.0,1.0,2010,4,3,2,17.5,805
2010-10,CRYSTAL STILETTO PHONE CHARM,12,10.2,19.0,10.0,36.0,2010,10,1,1,17.5,805
2010-11,CRYSTAL STILETTO PHONE CHARM,29,24.65,12.0,19.0,10.0,2010,11,4,4,17.5,805
2010-07,CRYSTAL STUD EARRINGS ASSORTED COL ,27,28.62,27.0,27.0,54.0,2010,7,1,1,54.25,806
2010-08,CRYSTAL STUD EARRINGS ASSORTED COL ,55,39.260000000000005,27.0,27.0,27.0,2010,8,3,3,54.25,806
2010-09,CRYSTAL STUD EARRINGS ASSORTED COL ,108,41.04,55.0,27.0,27.0,2010,9,4,4,54.25,806
2010-10,CRYSTAL STUD EARRINGS ASSORTED COL ,27,10.26,108.0,55.0,27.0,2010,10,1,1,54.25,806
2010-04,CRYSTAL STUD EARRINGS CLEAR DISPLAY,27,10.26,54.0,27.0,27.0,2010,4,1,1,27.0,807
2010-08,CRYSTAL STUD EARRINGS CLEAR DISPLAY,27,10.26,27.0,54.0,27.0,2010,8,1,1,27.0,807
2010-03,CUBIC MUG BLUE POLKA DOT,33,38.25,27.0,6.0,6.0,2010,3,2,2,20.333333333333332,808
2010-04,CUBIC MUG BLUE POLKA DOT,27,22.95,33.0,27.0,6.0,2010,4,1,1,20.333333333333332,808
2010-08,CUBIC MUG BLUE POLKA DOT,1,2.55,27.0,33.0,27.0,2010,8,1,1,20.333333333333332,808
2010-08,CUBIC MUG FLOCK BLUE ON BROWN,6,15.299999999999999,27.0,28.0,27.0,2010,8,1,1,5.75,809
2010-09,CUBIC MUG FLOCK BLUE ON BROWN,12,30.599999999999998,6.0,27.0,28.0,2010,9,1,1,5.75,809
2010-11,CUBIC MUG FLOCK BLUE ON BROWN,2,5.1,12.0,6.0,27.0,2010,11,1,1,5.75,809
2010-12,CUBIC MUG FLOCK BLUE ON BROWN,3,7.6499999999999995,2.0,12.0,6.0,2010,12,2,2,5.75,809
2010-03,CUBIC MUG PINK POLKA DOT,30,76.5,6.0,12.0,12.0,2010,3,4,4,10.571428571428571,810
2010-04,CUBIC MUG PINK POLKA DOT,1,2.55,30.0,6.0,12.0,2010,4,1,1,10.571428571428571,810
2010-05,CUBIC MUG PINK POLKA DOT,2,5.1,1.0,30.0,6.0,2010,5,1,1,10.571428571428571,810
2010-06,CUBIC MUG PINK POLKA DOT,9,22.95,2.0,1.0,30.0,2010,6,2,2,10.571428571428571,810
2010-07,CUBIC MUG PINK POLKA DOT,12,30.599999999999998,9.0,2.0,1.0,2010,7,2,2,10.571428571428571,810
2010-08,CUBIC MUG PINK POLKA DOT,14,35.699999999999996,12.0,9.0,2.0,2010,8,3,3,10.571428571428571,810
2010-09,CUBIC MUG PINK POLKA DOT,6,15.299999999999999,14.0,12.0,9.0,2010,9,1,1,10.571428571428571,810
2010-12,CUPCAKE LACE PAPER SET 6,59,115.05,260.0,519.0,195.0,2010,12,11,10,59.0,811
2010-03,CUPID DESIGN SCENTED CANDLES,8,20.4,18.0,19.0,6.0,2010,3,2,2,31.88888888888889,812
2010-04,CUPID DESIGN SCENTED CANDLES,3,7.6499999999999995,8.0,18.0,19.0,2010,4,2,2,31.88888888888889,812
2010-05,CUPID DESIGN SCENTED CANDLES,7,15.150000000000002,3.0,8.0,18.0,2010,5,2,2,31.88888888888889,812
2010-07,CUPID DESIGN SCENTED CANDLES,18,45.9,7.0,3.0,8.0,2010,7,3,3,31.88888888888889,812
2010-08,CUPID DESIGN SCENTED CANDLES,207,186.14999999999998,18.0,7.0,3.0,2010,8,9,8,31.88888888888889,812
2010-09,CUPID DESIGN SCENTED CANDLES,8,20.4,207.0,18.0,7.0,2010,9,4,4,31.88888888888889,812
2010-10,CUPID DESIGN SCENTED CANDLES,7,17.849999999999998,8.0,207.0,18.0,2010,10,2,2,31.88888888888889,812
2010-11,CUPID DESIGN SCENTED CANDLES,16,40.8,7.0,8.0,207.0,2010,11,3,3,31.88888888888889,812
2010-12,CUPID DESIGN SCENTED CANDLES,13,33.15,16.0,7.0,8.0,2010,12,3,3,31.88888888888889,812
2010-10,CUPID SCENTED CANDLE IN GLASS,3,4.949999999999999,4.0,27.0,12.0,2010,10,2,2,3.5,813
2010-11,CUPID SCENTED CANDLE IN GLASS,4,6.6,3.0,4.0,27.0,2010,11,2,2,3.5,813
2010-06,CURIOUS  IMAGES NOTEBOOK SET,1,4.25,4.0,28.0,1.0,2010,6,1,1,18.6,814
2010-09,CURIOUS  IMAGES NOTEBOOK SET,25,34.25,1.0,4.0,28.0,2010,9,2,2,18.6,814
2010-10,CURIOUS  IMAGES NOTEBOOK SET,24,30.0,25.0,1.0,4.0,2010,10,1,1,18.6,814
2010-11,CURIOUS  IMAGES NOTEBOOK SET,40,98.0,24.0,25.0,1.0,2010,11,4,4,18.6,814
2010-12,CURIOUS  IMAGES NOTEBOOK SET,3,12.75,40.0,24.0,25.0,2010,12,1,1,18.6,814
2010-04,CURIOUS IMAGES GIFT WRAP SET,4,8.4,5.0,2.0,2.0,2010,4,1,1,9.75,815
2010-05,CURIOUS IMAGES GIFT WRAP SET,6,12.600000000000001,4.0,5.0,2.0,2010,5,1,1,9.75,815
2010-06,CURIOUS IMAGES GIFT WRAP SET,12,25.200000000000003,6.0,4.0,5.0,2010,6,2,2,9.75,815
2010-07,CURIOUS IMAGES GIFT WRAP SET,8,16.8,12.0,6.0,4.0,2010,7,2,2,9.75,815
2010-08,CURIOUS IMAGES GIFT WRAP SET,27,17.55,8.0,12.0,6.0,2010,8,1,1,9.75,815
2010-10,CURIOUS IMAGES GIFT WRAP SET,7,14.700000000000001,27.0,8.0,12.0,2010,10,2,2,9.75,815
2010-11,CURIOUS IMAGES GIFT WRAP SET,8,16.8,7.0,27.0,8.0,2010,11,2,2,9.75,815
2010-12,CURIOUS IMAGES GIFT WRAP SET,6,12.600000000000001,8.0,7.0,27.0,2010,12,1,1,9.75,815
2010-03,CURIOUS IMAGES SCRAP BOOK SET,32,58.5,27.0,1.0,8.0,2010,3,3,3,23.444444444444443,816
2010-04,CURIOUS IMAGES SCRAP BOOK SET,1,4.95,32.0,27.0,1.0,2010,4,1,1,23.444444444444443,816
2010-05,CURIOUS IMAGES SCRAP BOOK SET,1,4.95,1.0,32.0,27.0,2010,5,1,1,23.444444444444443,816
2010-06,CURIOUS IMAGES SCRAP BOOK SET,2,9.9,1.0,1.0,32.0,2010,6,2,2,23.444444444444443,816
2010-07,CURIOUS IMAGES SCRAP BOOK SET,24,30.0,2.0,1.0,1.0,2010,7,1,1,23.444444444444443,816
2010-08,CURIOUS IMAGES SCRAP BOOK SET,24,30.0,24.0,2.0,1.0,2010,8,1,1,23.444444444444443,816
2010-09,CURIOUS IMAGES SCRAP BOOK SET,74,99.9,24.0,24.0,2.0,2010,9,5,5,23.444444444444443,816
2010-10,CURIOUS IMAGES SCRAP BOOK SET,48,60.0,74.0,24.0,24.0,2010,10,2,2,23.444444444444443,816
2010-11,CURIOUS IMAGES SCRAP BOOK SET,5,24.75,48.0,74.0,24.0,2010,11,4,4,23.444444444444443,816
2010-04,CUT GLASS HEXAGON T-LIGHT HOLDER,3,7.6499999999999995,40.0,2.0,24.0,2010,4,1,1,23.22222222222222,817
2010-05,CUT GLASS HEXAGON T-LIGHT HOLDER,10,25.5,3.0,40.0,2.0,2010,5,2,2,23.22222222222222,817
2010-06,CUT GLASS HEXAGON T-LIGHT HOLDER,6,15.299999999999999,10.0,3.0,40.0,2010,6,1,1,23.22222222222222,817
2010-07,CUT GLASS HEXAGON T-LIGHT HOLDER,4,10.2,6.0,10.0,3.0,2010,7,1,1,23.22222222222222,817
2010-08,CUT GLASS HEXAGON T-LIGHT HOLDER,54,56.099999999999994,4.0,6.0,10.0,2010,8,3,3,23.22222222222222,817
2010-09,CUT GLASS HEXAGON T-LIGHT HOLDER,66,121.85999999999999,54.0,4.0,6.0,2010,9,6,5,23.22222222222222,817
2010-10,CUT GLASS HEXAGON T-LIGHT HOLDER,50,106.86,66.0,54.0,4.0,2010,10,8,7,23.22222222222222,817
2010-11,CUT GLASS HEXAGON T-LIGHT HOLDER,14,35.699999999999996,50.0,66.0,54.0,2010,11,5,5,23.22222222222222,817
2010-12,CUT GLASS HEXAGON T-LIGHT HOLDER,2,5.1,14.0,50.0,66.0,2010,12,1,1,23.22222222222222,817
2010-03,CUT GLASS T-LIGHT HOLDER OCTAGON,36,89.1,48.0,12.0,69.0,2010,3,5,5,48.875,818
2010-04,CUT GLASS T-LIGHT HOLDER OCTAGON,1,2.55,36.0,48.0,12.0,2010,4,1,1,48.875,818
2010-05,CUT GLASS T-LIGHT HOLDER OCTAGON,27,56.7,1.0,36.0,48.0,2010,5,1,1,48.875,818
2010-08,CUT GLASS T-LIGHT HOLDER OCTAGON,187,186.14999999999998,27.0,1.0,36.0,2010,8,9,9,48.875,818
2010-09,CUT GLASS T-LIGHT HOLDER OCTAGON,67,124.94999999999999,187.0,27.0,1.0,2010,9,5,5,48.875,818
2010-10,CUT GLASS T-LIGHT HOLDER OCTAGON,36,71.16,67.0,187.0,27.0,2010,10,2,2,48.875,818
2010-11,CUT GLASS T-LIGHT HOLDER OCTAGON,25,63.74999999999999,36.0,67.0,187.0,2010,11,5,5,48.875,818
2010-12,CUT GLASS T-LIGHT HOLDER OCTAGON,12,30.599999999999998,25.0,36.0,67.0,2010,12,1,1,48.875,818
2010-11,CUTE BIRD CEATURE SCREEN,1,1.65,1.0,3.0,1.0,2010,11,1,1,1.0,819
2010-04,CUTE CATS TAPE,12,7.800000000000001,10.0,24.0,13.0,2010,4,1,1,19.333333333333332,820
2010-05,CUTE CATS TAPE,24,15.600000000000001,12.0,10.0,24.0,2010,5,2,2,19.333333333333332,820
2010-06,CUTE CATS TAPE,24,15.600000000000001,24.0,12.0,10.0,2010,6,1,1,19.333333333333332,820
2010-07,CUTE CATS TAPE,12,7.800000000000001,24.0,24.0,12.0,2010,7,1,1,19.333333333333332,820
2010-08,CUTE CATS TAPE,15,9.75,12.0,24.0,24.0,2010,8,2,2,19.333333333333332,820
2010-09,CUTE CATS TAPE,24,15.600000000000001,15.0,12.0,24.0,2010,9,2,2,19.333333333333332,820
2010-10,CUTE CATS TAPE,24,15.600000000000001,24.0,15.0,12.0,2010,10,2,2,19.333333333333332,820
2010-11,CUTE CATS TAPE,26,16.900000000000002,24.0,24.0,15.0,2010,11,3,3,19.333333333333332,820
2010-12,CUTE CATS TAPE,13,8.450000000000001,26.0,24.0,24.0,2010,12,2,2,19.333333333333332,820
2010-03,DAIRY MAID  PUDDING BOWL,12,45.0,15.0,7.0,18.0,2010,3,6,5,9.222222222222221,821
2010-04,DAIRY MAID  PUDDING BOWL,4,15.0,12.0,15.0,7.0,2010,4,4,4,9.222222222222221,821
2010-05,DAIRY MAID  PUDDING BOWL,32,52.5,4.0,12.0,15.0,2010,5,3,3,9.222222222222221,821
2010-06,DAIRY MAID  PUDDING BOWL,19,71.25,32.0,4.0,12.0,2010,6,7,7,9.222222222222221,821
2010-07,DAIRY MAID  PUDDING BOWL,1,3.75,19.0,32.0,4.0,2010,7,1,1,9.222222222222221,821
2010-08,DAIRY MAID  PUDDING BOWL,3,11.25,1.0,19.0,32.0,2010,8,1,1,9.222222222222221,821
2010-09,DAIRY MAID  PUDDING BOWL,5,18.75,3.0,1.0,19.0,2010,9,3,3,9.222222222222221,821
2010-11,DAIRY MAID  PUDDING BOWL,2,7.5,5.0,3.0,1.0,2010,11,1,1,9.222222222222221,821
2010-12,DAIRY MAID  PUDDING BOWL,5,18.75,2.0,5.0,3.0,2010,12,2,2,9.222222222222221,821
2010-03,DAIRY MAID  SMALL  MILK JUG,34,71.4,117.0,37.0,27.0,2010,3,13,10,34.0,822
2010-07,DAIRY MAID BUTTER DISH,33,131.25,11.0,37.0,14.0,2010,7,6,6,20.0,823
2010-08,DAIRY MAID BUTTER DISH,25,97.25,33.0,11.0,37.0,2010,8,6,6,20.0,823
2010-09,DAIRY MAID BUTTER DISH,2,8.5,25.0,33.0,11.0,2010,9,2,2,20.0,823
2010-03,DAIRY MAID CERAMIC BUTTER DISH,19,80.75,23.0,15.0,33.0,2010,3,7,6,11.333333333333334,824
2010-04,DAIRY MAID CERAMIC BUTTER DISH,6,25.5,19.0,23.0,15.0,2010,4,2,2,11.333333333333334,824
2010-05,DAIRY MAID CERAMIC BUTTER DISH,9,38.25,6.0,19.0,23.0,2010,5,2,2,11.333333333333334,824
2010-03,DAIRY MAID CERAMIC TOASTRACK,13,38.35000000000001,16.0,2.0,13.0,2010,3,6,4,8.333333333333334,825
2010-04,DAIRY MAID CERAMIC TOASTRACK,6,17.700000000000003,13.0,16.0,2.0,2010,4,1,1,8.333333333333334,825
2010-05,DAIRY MAID CERAMIC TOASTRACK,6,17.700000000000003,6.0,13.0,16.0,2010,5,1,1,8.333333333333334,825
2010-03,DAIRY MAID LARGE MILK JUG,59,266.85,59.0,27.0,18.0,2010,3,17,14,42.9,826
2010-04,DAIRY MAID LARGE MILK JUG,92,417.6,59.0,59.0,27.0,2010,4,22,21,42.9,826
2010-05,DAIRY MAID LARGE MILK JUG,51,241.95000000000002,92.0,59.0,59.0,2010,5,16,15,42.9,826
2010-06,DAIRY MAID LARGE MILK JUG,30,148.5,51.0,92.0,59.0,2010,6,12,12,42.9,826
2010-07,DAIRY MAID LARGE MILK JUG,31,153.45000000000002,30.0,51.0,92.0,2010,7,13,13,42.9,826
2010-08,DAIRY MAID LARGE MILK JUG,44,209.4,31.0,30.0,51.0,2010,8,16,16,42.9,826
2010-09,DAIRY MAID LARGE MILK JUG,23,113.85000000000001,44.0,31.0,30.0,2010,9,11,11,42.9,826
2010-10,DAIRY MAID LARGE MILK JUG,44,201.0,23.0,44.0,31.0,2010,10,10,9,42.9,826
2010-11,DAIRY MAID LARGE MILK JUG,52,240.6,44.0,23.0,44.0,2010,11,14,11,42.9,826
2010-12,DAIRY MAID LARGE MILK JUG,3,14.850000000000001,52.0,44.0,23.0,2010,12,1,1,42.9,826
2010-03,DAIRY MAID STRIPE MUG,36,106.20000000000002,124.0,7.0,12.0,2010,3,6,6,35.2,827
2010-04,DAIRY MAID STRIPE MUG,33,97.35000000000002,36.0,124.0,7.0,2010,4,6,6,35.2,827
2010-05,DAIRY MAID STRIPE MUG,42,123.90000000000002,33.0,36.0,124.0,2010,5,7,6,35.2,827
2010-06,DAIRY MAID STRIPE MUG,19,56.05000000000001,42.0,33.0,36.0,2010,6,4,4,35.2,827
2010-07,DAIRY MAID STRIPE MUG,55,162.25000000000003,19.0,42.0,33.0,2010,7,6,6,35.2,827
2010-08,DAIRY MAID STRIPE MUG,65,180.95,55.0,19.0,42.0,2010,8,5,5,35.2,827
2010-09,DAIRY MAID STRIPE MUG,18,53.10000000000001,65.0,55.0,19.0,2010,9,2,2,35.2,827
2010-10,DAIRY MAID STRIPE MUG,29,74.75,18.0,65.0,55.0,2010,10,2,2,35.2,827
2010-11,DAIRY MAID STRIPE MUG,37,109.15,29.0,18.0,65.0,2010,11,7,6,35.2,827
2010-12,DAIRY MAID STRIPE MUG,18,53.10000000000001,37.0,29.0,18.0,2010,12,2,2,35.2,827
2010-03,DAIRY MAID SUGAR JAM BOWL,37,77.7,53.0,13.0,11.0,2010,3,13,8,24.25,828
2010-04,DAIRY MAID SUGAR JAM BOWL,41,86.10000000000001,37.0,53.0,13.0,2010,4,13,13,24.25,828
2010-05,DAIRY MAID SUGAR JAM BOWL,64,97.95,41.0,37.0,53.0,2010,5,9,9,24.25,828
2010-06,DAIRY MAID SUGAR JAM BOWL,22,46.2,64.0,41.0,37.0,2010,6,6,5,24.25,828
2010-07,DAIRY MAID SUGAR JAM BOWL,22,46.2,22.0,64.0,41.0,2010,7,6,6,24.25,828
2010-08,DAIRY MAID SUGAR JAM BOWL,5,10.5,22.0,22.0,64.0,2010,8,5,5,24.25,828
2010-09,DAIRY MAID SUGAR JAM BOWL,2,4.2,5.0,22.0,22.0,2010,9,2,2,24.25,828
2010-10,DAIRY MAID SUGAR JAM BOWL,1,2.1,2.0,5.0,22.0,2010,10,1,1,24.25,828
2010-07,DAIRY MAID TOASTRACK,28,82.60000000000001,8.0,3.0,5.0,2010,7,6,6,15.0,829
2010-08,DAIRY MAID TOASTRACK,22,57.7,28.0,8.0,3.0,2010,8,5,5,15.0,829
2010-09,DAIRY MAID TOASTRACK,6,17.700000000000003,22.0,28.0,8.0,2010,9,5,4,15.0,829
2010-10,DAIRY MAID TOASTRACK,4,11.8,6.0,22.0,28.0,2010,10,3,3,15.0,829
2010-11,DAIRY MAID TOASTRACK,28,82.60000000000002,4.0,6.0,22.0,2010,11,6,6,15.0,829
2010-12,DAIRY MAID TOASTRACK,2,5.9,28.0,4.0,6.0,2010,12,2,2,15.0,829
2010-03,DAIRY MAID TRADITIONAL TEAPOT ,31,203.45000000000002,41.0,32.0,42.0,2010,3,13,11,32.8,830
2010-04,DAIRY MAID TRADITIONAL TEAPOT ,34,236.3,31.0,41.0,32.0,2010,4,18,18,32.8,830
2010-05,DAIRY MAID TRADITIONAL TEAPOT ,55,346.25,34.0,31.0,41.0,2010,5,12,12,32.8,830
2010-06,DAIRY MAID TRADITIONAL TEAPOT ,51,262.8,55.0,34.0,31.0,2010,6,9,9,32.8,830
2010-07,DAIRY MAID TRADITIONAL TEAPOT ,56,350.2,51.0,55.0,34.0,2010,7,11,10,32.8,830
2010-08,DAIRY MAID TRADITIONAL TEAPOT ,22,140.9,56.0,51.0,55.0,2010,8,9,9,32.8,830
2010-09,DAIRY MAID TRADITIONAL TEAPOT ,28,194.6,22.0,56.0,51.0,2010,9,13,13,32.8,830
2010-10,DAIRY MAID TRADITIONAL TEAPOT ,9,62.550000000000004,28.0,22.0,56.0,2010,10,5,5,32.8,830
2010-11,DAIRY MAID TRADITIONAL TEAPOT ,38,240.10000000000002,9.0,28.0,22.0,2010,11,8,8,32.8,830
2010-12,DAIRY MAID TRADITIONAL TEAPOT ,4,27.8,38.0,9.0,28.0,2010,12,3,3,32.8,830
2010-03,DAISIES  HONEYCOMB GARLAND ,91,147.74999999999997,26.0,40.0,20.0,2010,3,11,11,69.77777777777777,831
2010-04,DAISIES  HONEYCOMB GARLAND ,132,206.99999999999997,91.0,26.0,40.0,2010,4,14,13,69.77777777777777,831
2010-05,DAISIES  HONEYCOMB GARLAND ,71,117.14999999999999,132.0,91.0,26.0,2010,5,12,10,69.77777777777777,831
2010-06,DAISIES  HONEYCOMB GARLAND ,61,98.25,71.0,132.0,91.0,2010,6,11,9,69.77777777777777,831
2010-07,DAISIES  HONEYCOMB GARLAND ,120,181.79999999999998,61.0,71.0,132.0,2010,7,13,11,69.77777777777777,831
2010-08,DAISIES  HONEYCOMB GARLAND ,51,84.14999999999999,120.0,61.0,71.0,2010,8,7,7,69.77777777777777,831
2010-09,DAISIES  HONEYCOMB GARLAND ,15,24.749999999999996,51.0,120.0,61.0,2010,9,2,2,69.77777777777777,831
2010-10,DAISIES  HONEYCOMB GARLAND ,32,52.79999999999999,15.0,51.0,120.0,2010,10,6,5,69.77777777777777,831
2010-11,DAISIES  HONEYCOMB GARLAND ,55,90.74999999999999,32.0,15.0,51.0,2010,11,7,7,69.77777777777777,831
2010-04,DAISY FOLKART HEART DECORATION,10,12.5,8.0,103.0,30.0,2010,4,3,3,19.0,832
2010-05,DAISY FOLKART HEART DECORATION,65,81.25,10.0,8.0,103.0,2010,5,7,7,19.0,832
2010-06,DAISY FOLKART HEART DECORATION,24,30.0,65.0,10.0,8.0,2010,6,1,1,19.0,832
2010-07,DAISY FOLKART HEART DECORATION,3,3.75,24.0,65.0,10.0,2010,7,1,1,19.0,832
2010-08,DAISY FOLKART HEART DECORATION,4,5.0,3.0,24.0,65.0,2010,8,1,1,19.0,832
2010-09,DAISY FOLKART HEART DECORATION,11,13.75,4.0,3.0,24.0,2010,9,4,4,19.0,832
2010-10,DAISY FOLKART HEART DECORATION,6,7.5,11.0,4.0,3.0,2010,10,1,1,19.0,832
2010-11,DAISY FOLKART HEART DECORATION,29,36.25,6.0,11.0,4.0,2010,11,3,3,19.0,832
2010-06,DAISY GARDEN MARKER,99,123.75,159.0,214.0,85.0,2010,6,13,13,42.285714285714285,833
2010-07,DAISY GARDEN MARKER,57,71.25,99.0,159.0,214.0,2010,7,4,4,42.285714285714285,833
2010-08,DAISY GARDEN MARKER,12,15.0,57.0,99.0,159.0,2010,8,2,2,42.285714285714285,833
2010-09,DAISY GARDEN MARKER,47,58.75,12.0,57.0,99.0,2010,9,6,6,42.285714285714285,833
2010-10,DAISY GARDEN MARKER,7,8.75,47.0,12.0,57.0,2010,10,5,5,42.285714285714285,833
2010-11,DAISY GARDEN MARKER,71,88.75,7.0,47.0,12.0,2010,11,14,14,42.285714285714285,833
2010-12,DAISY GARDEN MARKER,3,3.75,71.0,7.0,47.0,2010,12,1,1,42.285714285714285,833
2010-09,DAISY HAIR BAND,12,19.799999999999997,6.0,2.0,1.0,2010,9,1,1,12.0,834
2010-03,DAISY JOURNAL ,39,87.3,9.0,4.0,110.0,2010,3,5,5,12.222222222222221,835
2010-04,DAISY JOURNAL ,6,15.299999999999999,39.0,9.0,4.0,2010,4,1,1,12.222222222222221,835
2010-05,DAISY JOURNAL ,7,17.849999999999998,6.0,39.0,9.0,2010,5,2,2,12.222222222222221,835
2010-06,DAISY JOURNAL ,14,35.699999999999996,7.0,6.0,39.0,2010,6,4,3,12.222222222222221,835
2010-07,DAISY JOURNAL ,2,5.1,14.0,7.0,6.0,2010,7,2,2,12.222222222222221,835
2010-08,DAISY JOURNAL ,4,10.2,2.0,14.0,7.0,2010,8,3,3,12.222222222222221,835
2010-10,DAISY JOURNAL ,1,2.55,4.0,2.0,14.0,2010,10,1,1,12.222222222222221,835
2010-11,DAISY JOURNAL ,33,72.0,1.0,4.0,2.0,2010,11,7,7,12.222222222222221,835
2010-12,DAISY JOURNAL ,4,10.2,33.0,1.0,4.0,2010,12,2,2,12.222222222222221,835
2010-03,DAISY NOTEBOOK ,13,21.45,33.0,6.0,10.0,2010,3,5,5,8.125,836
